,sentimen,tweet,clean_tweet
623,-1,gf u ni mmg babi babi babi babi bf gf dah lah tak hensem babi pulak tu pergi mampos jela ingat aku hadap ke kau ,gf u ni mmg babi babi babi babi bf gf dah tak hensem babi pulak tu pergi mampos jela hadap
624,0,me jadi kamu bayar homeschooling cuma 3 bulan aja her ya tak lahh aku banyarnya ya selama tiga ta ,me bayar homeschooling her tak lahh banyarnya ta
625,0,lahir bayi laki2 utk abdurrahman bin abi bakar aku berlindung kpd allah tetapi sprt yg dikatakan oleh rasulullah ,lahir bayi laki utk abdurrahman bin abi bakar lindung kpd allah sprt rasulullah
626,0,korang u know perempuan zaman sekarang tak suka kan bila laki2 try hard sangat macam ni kerja nak tunjuk badan je nak ,korang u know perempuan zaman tak suka laki try hard ni kerja nak badan je nak
627,-1,haa ini ya mana aku tau yg jual bra mas mas gara dia sekarang kalo chat seller shopee aku ga pernah lagi mangg ,haa tau jual bra gara kalo chat seller shopee ga mangg
628,-1,percuma baik kalo gak mau sama aku ,kalo gak
629,1,gua dinyanyiin raisa lagunya mantan terindah ya allah aku terharu ,dinyanyiin raisa lagu mantan indah allah haru
630,-1,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih ,orang penat when sedih
631,0,waaah berarti fotomu dipake orang lain dia follow aku soalnya nah terus tadi akun kamu di raden ,waaah foto dipake orang follow akun raden
632,0,aku habis husnuzonnn,habis husnuzonnn
633,-1,aku berharap aku gak megang kelas bawah lagi ,harap gak megang kelas
634,0,sis apa pulak aku laki sakai ,sis pulak laki sakai
635,1,kok aku minat yg 20 ya pen nonton magic kaito berapaan ,minat pen nonton magic kaito berapa
636,0,pernah pas masih ngajar privat gt adek kakak muridnya adek aku weekend ini mau ke spore miss pernah ke s ,ngajar privat gt adek kakak murid adek weekend spore miss s
637,-1,masalahnya kau bangga kot kena cat called ngan mat salleh ingat ktorg lupa ,bangga kot kena cat called ngan mat salleh ktorg lupa
638,-1,aku join sekali tambah syiling biar mampos jahanam dua ekor tu,join syiling biar mampos jahanam ekor tu
639,0,memetwit mesin penenun hujan aku ngelih ,memetwit mesin tenun hujan ngelih
640,0,kejadian ragut samun dekat office aku pagi tadi around 8 35 am peragut naik 125zr warna biru try kejar tapi peragut bawa ,jadi ragut samun office pagi around am ragut zr warna biru try kejar ragut bawa
641,0,2hare retweet repost informasi tentang kuis ini pada akun sosial media kalian dan tag mention 10 orang teman kamu ,hare retweet repost informasi kuis akun sosial media tag mention orang teman
642,-1,aku ngiwo koe nengen aku lungo ojo kangen ,ngiwo koe nengen lungo ojo kangen
643,0,wkwkkw aku akan berpaling dari pantene bun,wkwkkw paling pantene bun
644,0,alasan kenapa tidak ada yang perduli sama aku itu semua karena di dunia ini hanya tinggal aku dan sinka sajaemu ,alas duli dunia tinggal sinka sajaemu
645,1,tiap salam buat suami aku exo di korea paaak ,salam suami exo korea paaak
646,1,sesungguhnya penguasaan diri adalah penanda dari kedewasaan seseorangelamat buat kamu yang memang benar benar sudah b ,kuasa tanda dewasa seseorangelamat b
647,0,aku tak peduli jika kamu memanggilku musuh aku akan membawa mu ke submisi yamato hotsuin quotes,tak peduli panggil musuh bawa mu submisi yamato hotsuin quotes
648,1,temen doakan aku ya biar bisa dilancarkan buat ngerjain skripsi terutama bulan ini ,temen doa biar lancar ngerjain skripsi
649,0,ini foto terbaru aku ,foto baru
650,-1,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu ,hati kecewa sedih sorang je orang tak
651,0,biasa aku bayar advance ,bayar advance
652,0,oalah pantesan aku ga pake wifi ngandelin kuota aja jadi kalo lagi vc kadang suka putus2 krn keganggu sinyal heuheu,oalah pantesan ga pake wifi ngandelin kuota kalo vc suka putus krn ganggu sinyal heuheu
653,-1,ketika aku cemburu dan marah pada mu jangan bosan untuk menjelaskan kebenarannyaabar dengan sikapku yang kadang melelahka ,cemburu marah mu bosan kebenarannyaabar sikap melelahka
654,1,kalau kamu mau dihormati harus mau menghormati,hormat hormat
655,-1,aku salah ckp ke ,salah ckp
656,0,grammy museum behind thecene with bts album pertama yang kamu beli taensduga album pertama eminem jin bts ,grammy museum behind thecene with bts album beli taensduga album eminem jin bts
657,0,tak dia bagi aku nasi dia tapi tu la dia laki pastu dia nk solat jumaat lagi dia pon x makan ,tak nasi tu la laki pastu nk solat jumaat pon x makan
658,1,ambik aku pls hahahahaha,ambik pls hahahahaha
659,-1,aku penat korang nampak aku main tapi dalaman aku perasaan aku jangan nak sesuka hati judge org ,penat korang nampak main dalam rasa nak suka hati judge org
660,1,aku di bilang akun bisyar receh katanya iya gpp kok klo yg berasa highclass seh beda ya di senyumin aja ,bilang akun bisyar receh gpp klo rasa highclass seh beda senyumin
661,0,mau liat siapa sih yang suka stalk twitter kamu liat temen temen kamu yg kepo cek disini ,liat suka stalk twitter liat temen temen kepo cek
662,0,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab ,mutualan yuk ikonic jg btw rt fllbck tpi hehe ab
663,0,oot btw kenapa aku tau temenku gajinya sampe puluhan juta gimana nggak kalo tiap isipt tahunan langs ,oot btw tau temenku gaji sampe puluh juta gimana nggak kalo isipt tahun langs
664,-1,tu lah aku letih la jgok nk delete bendo tulo ni dio jd automatic post sediri,tu letih la jgok nk delete bendo tulo ni dio jd automatic post diri
665,0,korang tahu tak ada apps namaocar untuk sewa keretaekarang tengah ada banyak promotion sbb baru lagi aku baru tempah k ,korang tak apps namaocar sewa keretaekarang promotion sbb tempah k
666,1,ya tuhanku jadikanlah negeri ini mekah negeri yang aman dan jauhkanlah aku beserta anak cucuku daripada menyem ,tuhan jadi negeri mekah negeri aman jauh anak cucu menyem
667,0,teh ais rm2 50 nasi campur rm8 50emalam nasi campur lauk yg sama harga rm7 hari ni jadi rm8 50yukur aku jimat rm1 5 ,teh ais rm nasi campur rm emalam nasi campur lauk harga rm ni rm yukur jimat rm
668,0,3 kirim jawaban di kolom komentar dengan format quizidaman tebakkeunggulanblenderturbo dilengkapi dengan jawaban kamu 4 ,kirim kolom komentar format quizidaman tebakkeunggulanblenderturbo lengkap
669,0,mmg ptg ni aku bantai tidor,mmg ptg ni bantai tidor
670,1,siang happy friday sholat jum'at nya jangan lupa ya aku habis ada kegiatan terus nanti ada latihan bareng team j s ,siang happy friday sholat lupa habis giat latih bareng team j s
671,1,aku syg kamu martinricaardo dan kamu donimodali1olehyakub,syg martinricaardo donimodaliolehyakub
672,-1,nasib aku orang johor and stay perak study perlis that's why i'm not single ,nasib orang johor and stay perak study lis thats why im not single
673,-1,gemas banget ya allah wkwkwk ini orderan dari tgl 10 belum dikirim ownernya sempet tlp sih barang kosong jadi ra ,gemas allah wkwkwk order tgl kirim ownernya sempet tlp barang kosong ra
674,0,first giveaway nature republic aloe vera untuk 1 orang pemenang pulsa 50k untuk 1 orang pemenang caranya amp like twee ,first giveaway nature republic aloe vera orang menang pulsa k orang menang amp like twee
675,1,uhan dalam tidurku malam ini aku mohon engkau siapkan rezeki surprise yang bagus untukku esok hari aamiin,uhan tidur malam mohon engkau siap rezeki surprise bagus untuk esok aamiin
676,-1,bahagiaku kamu bahagiamu aku kenapa malah selalu ada celah untuk dia ,bahagia bahagia celah
677,0,kuat sangat hantu kat rumah aku ni ,kuat hantu kat rumah ni
678,-1,ni mesti jenis melayan ni dah layan lelaki ni lepas tu layan lelaki lain pulak lepas tu play victim kata tak in r ,ni jenis layan ni dah layan lelaki ni lepas tu layan lelaki pulak lepas tu play victim tak in r
679,0,crazyrichsurabayan girl to girl hahhh kon potong rambut mek 500 cek murahee nang ndi ikuu aku potong r ,crazyrichsurabayan girl to girl hahhh kon potong rambut mek cek murahee nang ndi ikuu potong r
680,1,adek tingkatmu kocak ae rek ngekek aku ,adek tingkat kocak ae rek ngekek
681,0,berapa kali kamu dapeturprise dari orang yg palingpecial ,dapeturprise orang palingpecial
682,1,aku jokowilagi ,jokowilagi
683,0,bukak paper math tdi rase nk tidur je tktau laa saka ape melekat kat aku tdi,bukak paper math tdi rase nk tidur je tktau laa saka ape lekat kat tdi
684,-1,ka kalo suka bilang jangan di empet empet kalo ngelarang ngelarang jdi aku tau alesannya,ka kalo suka bilang empet empet kalo ngelarang ngelarang jdi tau alesannya
685,0,aku rasa semalam aku tidur paling lena,malam tidur lena
686,0,adik aku yang darjah 5 tetiba masuk bilik pastu bagi pantun bread is rotihadow is bayangebelum akak mati better ,adik darjah tetiba masuk bilik pastu pantun bread is rotihadow is bayangebelum akak mati better
687,-1,memang aku ni salah je di mata orang takde satu kebaikan pun yang aku buat yang orang akan hargai terima kasih untuk selama ini ,ni salah je mata orang takde baik orang harga terima kasih
688,0,futzal dulu baru kamu ,futzal
689,0,ada sesiapa kenal ke dia niebab kalau ada yang kenal aku nak jumpa dia bawak dia ronda ronda tengok kawasan puncak al ,siapa kenal niebab kenal nak jumpa bawak ronda ronda tengok kawasan puncak al
690,0,padahal di acara ini kemarin itu semua baca pakr text yg maju ke podium aku liat di ,acara kemarin baca pakr text maju podium liat
691,-1,jadi apa kamu percaya kata orang orang itu tanyaku mengapa harus aku percayaemua orang bebas berpendapat ,percaya orang orang tanya percayaemua orang bebas berpendapat
692,0,baru minggu lepas aku tengok cerita biar betul acappan berlakon jadi orang estetalam takziah buat keluarga acappanel ,lepas tengok cerita biar acappan lakon orang estetalam takziah keluarga acappanel
693,-1,kepada perempuan yang tak tau leher tu juga aurat tak kisah lah kau pakai turban ke serban ke lantak kau parents kau tak t ,perempuan tak tau leher tu aurat tak kisah pakai turban serban lantak parents tak t
694,0,peluk unni ,peluk unni
695,-1,bagaimana kamu bisa meyakinkan kami bahwa kita sama2 mencintai nkri mencintai presiden nkri yg sah saja kamu tidak mampu ,cinta nkri cinta presiden nkri sah
696,0,nanti dah break roger tau ,dah break roger tau
697,0,a minggu ni kau balik ke me balik a untung ahhh rumah dekatt balik ah kauu a minggu ni balik ke me tak a eh ,a ni me a untung ahhh rumah dekatt ah kauu a ni me tak a eh
698,1,if si keli tu boleh jadi femes apantah lagi aku kan kahkahkah ,if keli tu femes apantah kahkahkah
699,0,rt aku lukis gambar korang ,rt lukis gambar korang
700,1,aku nk bantu dia slagi aku mampu ,nk bantu slagi
701,1,kamu belum tentu lebih baik darinya dia belum tentu lebih baik darimu di balik fakta siapa lebih kaya secara materi le ,dari dari fakta kaya materi le
702,0,kejap tunggakan kos guaman sejak zaman tun m kejap sebab nak beli hartanah kamu ingat rakyat bodoh ke ,kejap tunggak kos guam zaman tun m kejap nak beli hartanah rakyat bodoh
703,-1,pejantan alfa amp induknya dibunuh leher bayinya diikat karena akan dijadikan hewan peliharaan jangan beli amp pelihara anak ,jantan alfa amp induk bunuh leher bayi ikat jadi hewan pelihara beli amp pelihara anak
704,0,krn kebutuhan istri ga cuma sandang pangan papan doang kalo kamu cinta sm istrimu ya kamu hrs memenuhi kebutuhan sekund ,krn butuh istri ga sandang pangan papan kalo cinta sm istri hrs penuh butuh sekund
705,1,siang boss qu jgn lupa makan siang dan selalu pentingin kesehatan kamu yaemangat untuk perfom nya nanti ya,siang boss qu jgn lupa makan siang pentingin sehat yaemangat perfom
706,-1,aku dulu lahir di jogja jogja dijuluki kota berhati nyaman pantes aja aku langsung pake hati kalo udah nyaman dikit ,lahir jogja jogja juluk kota hati nyaman pantes langsung pake hati kalo nyaman dikit
707,-1,sampai sekarang do aku tertanya tanya apa faedahnya kita belajar tiup recorder masa sekolah rendah dulu ,do tanya faedah ajar tiup recorder sekolah rendah
708,0,hi saya pendiam orgnya tak bising komfem kamu bosan haha,hi diam orgnya tak bising komfem bosan haha
709,1,anak jiran aku umur 3 tahun bagitau 'bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung' hahahahahaahahaha ,anak jiran umur bagitau bf ko gay kak sbb tu dah taknak pegang tetek ko laangsung hahahahahaahahaha
710,0,oke nder opini diterima karena kamu lebih ngehargai dan minat streaming kalau minta tolong daripa ,nder opini terima ngehargai minat streaming tolong daripa
711,0,bila cg intai kertas exam masa kau buat ,cg intai kertas exam
712,-1,iya kak maaf aku salah ,kak maaf salah
713,0,kenapa ramai cakap tumblr tempat porn aku pernah bukak apps tu takda pun jumpa benda lucah jumpa gambar cantik quotes ,ramai cakap tumblr porn bukak apps tu takda jumpa benda lucah jumpa gambar cantik quotes
714,-1,aku confuse dgn penjual kt malaysia ni macam asik tunjuk kekayaan je nak jual ke nak show off tunjuk kekayaan then ,confuse dgn jual kt malaysia ni asik kaya je nak jual nak show off kaya then
715,0,kamu punya berapa banyak topiatu ,topiatu
716,1,boleh tak aku nak cakap yang aku dah minat drama korea hahahha sial lah hahahaha,tak nak cakap dah minat drama korea hahahha sial hahahaha
717,-1,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl ,tak sungguh nak jaga je henti pura jaga paksa tak perl
718,-1,rasanya kebas perasaan marah sedih kecewa ga bisa dirasain lagi entah kemampuan mengolah rasa semakin baik atau ,kebas rasa marah sedih kecewa ga dirasain mampu olah
719,0,kalau itu misi kamu letaklah jawatan sebagai menteri dan mp this is exactly the problem you're supposed to serve all mala ,misi letak jawat menteri mp this is exactly the problem youre supposed to serve all mala
720,-1,space memori lelaki banyak kosong sebab tak perlu nak ingat benda bodo pakai apa 6 tahun lepas salah apa 3 tahun lepas mak ,space memori lelaki kosong tak nak benda bodo pakai lepas salah lepas mak
721,1,sesungguhnya aku hanya tinggal bersabar dan mematuhi nasihat baik kebaikan yang kulakukan adalah untukku,tinggal sabar patuh nasihat baik laku untuk
722,1,gag aku mah baik,gag
723,1,bwahahah aku sih pasti beli dua cuma ya mengingat harus beli albumnya beli phy juga qu bisa apa qaqa,bwahahah beli beli album beli phy qu qaqa
724,1,luvluv teman aku yg kordes,luvluv teman kordes
725,0,rlt lahkrg udh ada ginian ya allah ini ygelalu akuebut dalam doa dari dulu ketika 2 temanku asik nonton oppa tapi a ,rlt lahkrg udh gin allah ygelalu akuebut doa teman asik nonton oppa a
726,1,aku cuba nak amalkan sikap pergi mampus tapi sayang aku gagal sebab aku jenis mudah kesian dan mudah memaafkan ,cuba nak amal sikap pergi mampus sayang gagal jenis mudah sian mudah maaf
727,0,pernah jadi guru tamu did elite diby barat nunjukin foto jl uripumoharjo me ada yang ,guru tamu did elite diby barat nunjukin foto jl uripumoharjo me
728,-1,aku tak faham betul lelaki tak suka perempuan pakai makeup ,tak faham lelaki tak suka perempuan pakai makeup
729,0,kalau rindu aku nak bagitahu ni whatsapp aku masih berfungsi dengan baik tau aku jarang bagi bluetick kat orang melai ,rindu nak bagitahu ni whatsapp fungsi tau bluetick kat orang lai
730,0,sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt ,dara hal pergi kenduri kahwin lepas tu ramai orang lepas tu risau tak duduk htt
731,-1,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang ,tak faham jenis orang malaysia tak ret nak sangkut hose tu geli bodoh nak pegang
732,-1,perempuan sampah perempuan tu eh yg sampai aku tak ,perempuan sampah perempuan tu eh tak
733,0,ini udah aku bajuin cocok gaa ,bajuin cocok gaa
734,-1,bodo betul aku terhibur bodo ada member ceni ,bodo hibur bodo member ceni
735,0,wohh mlayu wakakkakakkaka untung aku raseneng dangdut ,wohh mlayu wakakkakakkaka untung raseneng dangdut
736,0,aku anak imut '3' kamu ,anak imut
737,0,astaga hai aku stiky 96l masih bayi juga ,astaga hai stiky l bayi
738,1,acara keren enterpreneurchool 2018 yg diadain sama ini wajib kamu datengin deh intelektual muda apalagi ,acara keren enterpreneurchool diadain wajib datengin deh intelektual muda
739,0,dah naik sem 3 ni baru lah sedar pros belajar property management ni baru lah nampak mana hala tuju aku ,dah sem ni dar pros ajar property management ni nampak hala tuju
740,0,baca replies je terus jumpa tuan punya badan urm ,baca replies je jumpa tuan badan urm
741,0,diam emasopo ngerti aku meneng terus dadi sugeh ,diam emasopo ngerti neng dadi sugeh
742,1,andai pun kita menyerah dan berkata sudah kau dan aku adalah kita yang terindah ,serah indah
743,-1,tolong lah setiap hari tu sebelum tidur tanya diri sendiri dan self reflect perangai babi sampah apa ye aku buat harini ,tolong tu tidur self reflect perangai babi sampah ye harini
744,0,kenal aku nga gt lt ,kenal nga gt
745,-1,bila diam je terus kena label kita ni sombongebenarnya aku tak sombong pun just malu and at the same time aku jaga adab juga ,diam je kena label ni sombongebenarnya tak sombong just malu and at the same time jaga adab
746,-1,dulu aku selalu dengar orang kata menangis tanpa keluar suara itu lah sakit yg paling mendalam sebenarnya now i feel that ,dengar orang tangis sakit dalam now i feel that
747,-1,jadi pengen ngmg sepenggal kalimat yg sering jun ucapin di ff itu ayo bertengkar aku gasuka liat kalian rukun ,ngmg penggal kalimat jun ucapin ff ayo tengkar gasuka liat rukun
748,1,jangan bersedih brader ,sedih brader
749,0,biar suatu saat pas anaknya ngadu ke bapaknya bapak kenapa aku dulu dikasih nama budi sih kata temen tem ,biar anak ngadu bapak bapak kasih nama budi temen tem
750,0,pasai aku 24jam dengan buku skema terox,pasai jam buku skema terox
751,-1,sebenarnya takyah la ciri yang bagus pun biar la dia gelap ke kerja cukup makan ke bila dah sayang dia la paling ,takyah la bagus biar la gelap kerja makan dah sayang la
752,1,pintar itu harus beradab klo hanya pintar aja iblis juga pintar apakah anda juga iblis aku lebih ,pintar adab klo pintar iblis pintar iblis
753,-1,takkan aku nak curi feedback orang semata2 nak attract cust tu bukan cara aku bisnes ada jatuh bangun ni mental kena kuat,tak nak curi feedback orang nak attract cust tu bisnes jatuh bangun ni mental kena kuat
754,0,chta dulu bar aku save ntar baru ada picntaoalnya aku privasi ,chta bar save ntar picntaoalnya privasi
755,0,aku butuh yutup versi,butuh yutup versi
756,0,aku baru tahu tentang ini dekat malaysia pun sebenarnya dah lama ada tapi kita tak mahu ambil tahu akhirnya merugika ,malaysia dah tak mahu ambil merugika
757,0,aku xtrok mcmnii aku baik lg,xtrok mcmnii lg
758,0,lately ni selalu terfikir kalau tetiba aku mati macamana dengan fb ig twitter aku macamana pulak dengan password ,lately ni terfikir tetiba mati macamana fb ig twitter macamana pulak password
759,-1,aku lagi berhalangan ,halang
760,-1,aku semalam hundred percent takde moodampai kan shuben peluk aku then sayang kenapa ni marah marah abang kan a ,malam hundred percent takde moodampai shuben peluk then sayang ni marah marah abang a
761,0,aku dh buat donat semalam doh dia ada lg sikit belum goreng nk pakai yg tu je la buat beger ,dh donat malam doh lg sikit goreng nk pakai tu je la beger
762,-1,apa guna aku amik lesen kalau tak bagi aku driveupportla anak ni sikittttt hem ,amik lesen tak driveupportla anak ni sikittttt hem
763,0,kamu juga ,
764,0,mimpi pg tadi real siot rase berdebar tu sampai bangun pon terasa aku drive kete pastu langgar dgn motor ,mimpi pg real siot rase debar tu bangun pon drive kete pastu langgar dgn motor
765,1,jangan percaya dengan apa yang sedang kamu baca termasuk tweet ini ingin ngakak sendiri saat nulis ini ,percaya baca tweet ngakak nulis
766,0,kalau aku jumpa dua ekor ni sumpah aku cucuh bara surya atas pale kote dorang ,jumpa ekor ni sumpah cucuh bara surya pale kote dorang
767,-1,tydack percaya aku ,tydack percaya
768,-1,aku tak boleh kalau orang tengok aku buat kerja automatik jadi bodoh,tak orang tengok kerja automatik bodoh
769,-1,ku kira aku introvert ternyata karna nga punya uang aja jadi males ke mana mana ,ku introvert karna nga uang males
770,0,apakah ka stiky adalah aku ,ka stiky
771,0,ngaku aja kamu hush pergi,ngaku hush pergi
772,1,awalnya mereka mentertawai apa yg kamu ciptakan lalu mereka mengikuti apa yg kamu ciptakan selanjutnya mereka bangga dg ,mentertawai cipta ikut cipta bangga dg
773,1,anak jiran aku umur 3 tahun bagitau 'bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung' hahahahahaahahaha ,anak jiran umur bagitau bf ko gay kak sbb tu dah taknak pegang tetek ko laangsung hahahahahaahahaha
774,1,yang tau aku ya cuma aku sendiri sama tuhan jadi jangan pernah ngejudge seenaknya ,tau tuhan ngejudge
775,0,coba latihan ngomong sama diri sendiri dulu biar omongan kita lebih terkontrol misalnya kamu mau bilang kamu bodoh k ,coba latih ngomong biar omong kontrol bilang bodoh k
776,-1,aku ingatkan gagal tadbir negara dengan elok je dia salahkan bn nak bertanding kepentingan parti sendiri pon salahkan bn ,ingat gagal tadbir negara elok je salah bn nak tanding penting parti pon salah bn
777,0,rt aku lukis gambar korang ,rt lukis gambar korang
778,0,btw itu klo loreal basenya pake primer baby skin oke ga sih atau gausah pake primer lagi aku liat d utub pada gpa ,btw klo loreal basenya pake primer baby skin ga gausah pake primer liat d utub gpa
779,0,inisial orang yang lagi kamu kangenin ,inisial orang kangenin
780,1,aku yang baik ,
781,1,saya suka video aku tanya pak jokowi pakai bahasa jawa ,suka video jokowi pakai bahasa jawa
782,1,al quran is the answer for everything that happens in this world termasuk alam semesta ini gimanaetiap permasala ,al quran is the answer for everything that happens in this world alam semesta gimanaetiap masala
783,-1,nuduh selingkuh kok habis putus kamu kok kayak aziz gagap lucumu garing,nuduh selingkuh habis putus kayak aziz gagap lucu garing
784,1,aku teringat ke hehe,hehe
785,-1,sorry bro saya lah perempuan tu tapi saya kelam kelibut bukan sebab takut awak tapi sebab baru teringat yang plug ir ,sorry bro perempuan tu kelam kelibut takut awak plug ir
786,-1,aku oleng nder,oleng nder
787,0,es ada yg mau jd abang aku ,es jd abang
788,1,ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari f ,allah lindung mu siksa kubur siksa neraka jahannam fitnah hidup mati f
789,0,mu hai tolong saranin aku concealer buat nutupin dark circle dong yang harganya pas buat kantong mahasiswa misqueen terima kasih ,mu hai tolong saranin concealer nutupin dark circle harga kantong mahasiswa misqueen terima kasih
790,0,saat ada karpet syaf datang kubantu gelar karpetnya 4 syaf 2 di dalam tenda 2 lagi di belakang tenda panas2an b ,karpet syaf bantu gelar karpet syaf tenda tenda panas b
791,-1,sayang maaf aku egois aku pengen balikan yuk kita putus ,sayang maaf egois yuk putus
792,1,akan ada masa dimana kamu yg dulunya selalu ngasih kabar ke orang tua dengan ucapan sprti ini ma pak uang anakmu habis ,dulunya ngasih kabar orang tua ucap sprti ma uang anak habis
793,-1,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl ,tak sungguh nak jaga je henti pura jaga paksa tak perl
794,0,amin ustazah saya pening kepala me takpelah awak tulis je apa yang awak laratampai masa aku suruh hantar buku tara ,amin ustazah pening kepala me takpelah awak tulis je awak laratampai suruh hantar buku tara
795,0,i see blood in my hand aku kira halusinasi ternyata mimisan tjoy ,i see blood in my hand halusinasi mimisan tjoy
796,-1,tapi dlm hati ngedumel dan kesel liat calon2 tentara ini yg gak ngerti budaya antri pengen juga kubilang mas nya ,dlm hati ngedumel kesel liat calon tentara gak ngerti budaya antri bilang
797,0,hi followback ya aku yg di group ,hi followback group
798,0,mna ada jan ngada2 kamu yg ada mah ama kokoh jason ,mna jan ngada ama kokoh jason
799,-1,kenapa nasib aku selalu malang ,nasib malang
800,0,kan sng mcm ni takdelah ego tinggi melangit smpai mampos tak nak baik,sng mcm ni takdelah ego langit smpai mampos tak nak
801,1,suami pun dah macamherlock nak kena berfikir bagai utk dapat jawapan power haha,suami dah macamherlock nak kena berfikir utk jawapan power haha
802,0,brp yeoja ada yang mau liatin aku coli ,brp yeoja liatin coli
803,0,interview copywriter apa kelebihan kamuaya kreatif hmmmaya pandai merangkai kata kata hmmmaya ngga pernah ,interview copywriter lebih kamuaya kreatif hmmmaya pandai rangkai hmmmaya ngga
804,0,aku di rumah aku di kos pacar ,rumah kos pacar
805,-1,argh semua sembang penat dah ajak semua busy koyak aku,argh sembang penat dah ajak busy koyak
806,0,untung la aku lena pun lambat,untung la lena lambat
807,-1,kekadang rasa nak sakit je terlantar dekat hospitalebab aku nak tengok siapa yang peduli datang tengok aku selain family ,kadang nak sakit je lantar hospitalebab nak tengok peduli tengok family
808,0,wb kalo aku open sharing photocard kihno 2pcs member atau postcard dvd member ada yg minat ga ,wb kalo open sharing photocard kihno pcs member postcard dvd member minat ga
809,1,tuhan bijakkanlah aku dalam mengkhawatirkan masa depanku agar aku tak melumpuhkan masa kini ku,tuhan bijak khawatir depan tak lumpuh ku
810,0,idm haloo aku cari anak jakut yg mau diajak ke kondangan temen besok oktober aku cewek ,idm haloo cari anak jakut ajak kondangan temen besok oktober cewek
811,-1,gipewei lagi sedih nih aku seokjin rt fllw rep pict seokjin tag klo mau doain aku juga gpp ga juga gpp ,gipewei sedih nih seokjin rt fllw rep pict seokjin tag klo doain gpp ga gpp
812,0,pltl ada yang bisa bantuin aku ngirim menfess ,pltl bantuin ngirim menfess
813,0,17's gila ga sih kalo hari gini aku nyari yg jual tiket idealcutinjakarta underprice wtb deh yg green aja reply coba,s gila ga kalo gin nyari jual tiket idealcutinjakarta underprice wtb deh green reply coba
814,0,pas baru lahir sama ayah aku,lahir ayah
815,0,ini untuk exfo ya aku pake tiap produk kalau lagi waktunya ada masalah diwajah aja wkwk tapi itu juga pi ,exfo pake produk wajah wkwk pi
816,0,askmf aku maba dan ada kating di kampus yang asli jepang dia ikut himpunan tapi seringnya sendirian mungkin ka ,askmf maba kating kampus asli jepang himpun ka
817,0,hahaha aku pun fikir benda sama ,hahaha fikir benda
818,0,askmf maaf aku bukan sendernya tapi banyak yang jawab madu itu madunya madu apa maju tj boleh ga hehe ,askmf maaf sender madu madu madu maju tj ga hehe
819,1,aku tak power mana pun masak memasak nie tapi aku harap bila dah kawin nanti setiap hari aku dapat masakkan suami aku d ,tak power masak masak nie harap dah kawin masak suami d
820,-1,mu maaf kalau disgusting aku lagi bruntusan banget wajah banyak bopeng dan banyak noda hitam bagusnya pakai a ,mu maaf disgusting bruntusan wajah bopeng noda hitam bagus pakai a
821,1,aku tak akan menarik kembali kata kataku karena itulah jalan ninjaku ,tak tarik kata jalan ninjaku
822,0,ok aku jawab yg mana nk jaga arnab tu very simple gais 1 sangkar jangan kerap sangat bg dia main kat luar sebabny ,ok nk jaga arnab tu very simple gais sangkar bg main kat sebabny
823,1,jika kamu ingin melupakan rasa marah terhadap seseorang ingatlah kebaikannya ,lupa marah ingat baik
824,0,weh ye do phone aku punya tak relevant sampai restart sendiri weh haha lepas ni main phone bawah meja jelah,weh ye do phone tak relevant restart weh haha lepas ni main phone meja jelah
825,-1,marahin aku tu koooo kompor,marahin tu koooo kompor
826,0,selalunya org ckp muka aku ni cm budak2 tpi ni first time aku dgr org ckp aku matang wehh siap nk pnggil aku akak ,selalu org ckp muka ni budak tpi ni first time dgr org ckp matang wehh nk pnggil akak
827,0,this is the valid reason why im fat weh kesian nanti org tua kecik hati sbb kite tak habiskan makanan dia selagi b ,this is the valid reason why im fat weh sian org tua kecik hati sbb kite tak habis makan selagi b
828,1,pertama kalinya ada yg ngadain ga sekaligus 2x baik bgt kakanya terhura aku ,kali ngadain ga x bgt kakanya terhura
829,-1,j kamu jangan macem macem ya aku bakal ngawasin kamu dari sini ,j macem macem ngawasin
830,0,mu ada yg pernah belanja di callamary ga itu balesannya sekitar brp hari ya aku udh semingguan ga dibls bls ap ,mu belanja callamary ga balesannya brp udh minggu ga dibls bls ap
831,1,aku lebih mencintai orang yang menegurku daripada orang yang memujiku kerana orang yang menegurku sebenarnya menyelama ,cinta orang tegur orang puji rana orang tegur menyelama
832,0,wanita yang paling malang di dunia adalah wanita yang tersalah pilih suami isteri adalah cerminan suami cantik suamimu cant ,wanita malang dunia wanita salah pilih suami isteri cermin suami cantik suami cant
